Id,ClosedAccount,Age,Gender,Education,CivilState,Salary,Product,NumMonthsBeingClient,NumProductsClient,NumMonthsWithoutOperating,CreditLimit,CreditNotPayed,SumTransactionAmount,NumTransactions
711314058,NO,49.0,M,Graduate,Married,$60K - $80K,1,32,2,2,1687.0,1107.0,1670,17
717975333,NO,50.0,M,Doctorate,Married,$80K - $120K,1,38,6,2,25300.0,1330.0,837,15
715971108,NO,51.0,M,Graduate,Single,$120K +,1,42,3,2,34516.0,1763.0,1550,41
720096558,NO,55.0,F,Graduate,Married,Less than $40K,1,42,5,3,2216.0,1034.0,1540,36
719580033,NO,54.0,M,Graduate,Unknown,$60K - $80K,1,43,4,2,2910.0,2030.0,1256,21
820582308,NO,42.0,M,Uneducated,Married,$80K - $120K,1,37,6,2,22913.0,1528.0,1394,35
789973308,NO,44.0,M,College,Single,$60K - $80K,1,35,3,3,24312.0,1932.0,1341,24
712876233,NO,53.0,M,Graduate,Single,$80K - $120K,1,36,5,3,5272.0,1515.0,1289,33
804595158,NO,44.0,F,Graduate,Single,Less than $40K,1,36,6,4,7000.0,2517.0,1112,23
714826758,NO,37.0,F,Uneducated,Single,Less than $40K,1,29,4,4,7038.0,1801.0,2339,57
779058108,NO,49.0,M,Graduate,Divorced,$60K - $80K,1,30,6,1,2536.0,1823.0,1468,23
710790258,NO,47.0,M,Graduate,Married,$80K - $120K,1,38,6,3,28904.0,1899.0,1334,35
715623483,NO,47.0,M,Graduate,Married,$60K - $80K,1,37,4,4,8567.0,1695.0,1457,41
715156383,NO,44.0,M,Unknown,Unknown,$120K +,1,36,6,2,34516.0,1533.0,1603,29
711013983,YES,55.0,F,Unknown,Married,$40K - $60K,1,45,2,4,2158.0,0.0,615,12
755420433,NO,59.0,F,Graduate,Married,Unknown,1,52,2,3,10133.0,1417.0,1068,20
794543958,NO,53.0,M,Graduate,Divorced,$80K - $120K,1,35,5,4,34516.0,1219.0,1590,27
716396358,NO,52.0,M,Graduate,Married,$60K - $80K,1,47,5,3,3085.0,1910.0,1531,35
715398033,NO,,M,High School,Single,$120K +,1,35,4,2,19040.0,2056.0,1212,31
711743883,NO,43.0,F,Uneducated,Single,Less than $40K,1,35,5,2,4026.0,0.0,1237,32
719720058,NO,44.0,M,High School,Single,$60K - $80K,1,31,4,3,12756.0,837.0,1413,14
778992108,NO,57.0,M,Unknown,Married,$120K +,1,45,5,3,5266.0,0.0,1516,29
717539808,NO,51.0,F,High School,Single,Less than $40K,1,36,3,2,9930.0,0.0,1276,21
714070758,NO,49.0,M,High School,Single,$80K - $120K,1,38,4,3,31302.0,1953.0,1564,35
714107958,NO,45.0,M,Graduate,Single,$40K - $60K,1,36,4,4,6576.0,0.0,1465,34
789140283,NO,53.0,M,Graduate,Single,$80K - $120K,1,42,5,4,2664.0,2037.0,1286,29
715550508,NO,45.0,F,Unknown,Married,Unknown,1,28,5,1,2535.0,2440.0,1312,20
719712633,NO,64.0,M,Graduate,Married,Less than $40K,1,52,6,4,1709.0,895.0,1673,32
772629333,NO,45.0,M,Graduate,Married,$40K - $60K,1,35,5,4,3454.0,1200.0,1313,30
720336708,NO,53.0,M,Doctorate,Married,$40K - $60K,1,35,5,3,3789.0,1706.0,1609,42
802013583,NO,56.0,M,College,Married,$120K +,1,50,3,2,9689.0,2250.0,1158,19
711887583,YES,47.0,M,Unknown,Married,$80K - $120K,1,37,2,3,5449.0,1628.0,836,18
714778833,NO,49.0,F,College,Single,Unknown,1,43,4,4,23032.0,1960.0,1289,22
713843283,NO,41.0,F,Unknown,Married,Unknown,2,34,5,3,34516.0,2053.0,1487,26
779155158,NO,53.0,M,Graduate,Married,$120K +,1,34,6,2,2940.0,1264.0,1259,33
721091583,NO,44.0,F,Graduate,Single,Less than $40K,1,32,3,3,3031.0,1879.0,1298,15
713572683,NO,44.0,M,High School,Unknown,$60K - $80K,1,25,3,3,1862.0,0.0,1226,34
716657058,NO,43.0,F,Post-Graduate,Married,Less than $40K,1,33,2,3,8358.0,926.0,1566,37
779509983,NO,53.0,M,Post-Graduate,Single,$120K +,1,36,6,1,34516.0,931.0,1022,21
717929133,NO,44.0,M,Uneducated,Married,$60K - $80K,1,36,5,2,14450.0,2440.0,1235,30
808284783,NO,62.0,F,Unknown,Married,Less than $40K,1,56,6,0,1438.3,0.0,1951,44
708476808,NO,54.0,M,Unknown,Divorced,$120K +,1,36,6,3,33791.0,1960.0,1047,31
710916408,NO,57.0,M,Graduate,Married,$60K - $80K,1,39,4,3,8466.0,1886.0,1342,32
708492558,NO,42.0,M,Unknown,Married,$60K - $80K,1,36,5,3,,865.0,1107,21
799825758,NO,42.0,M,High School,Divorced,$60K - $80K,1,36,5,1,3263.0,1674.0,1251,35
718619883,NO,54.0,F,Uneducated,Married,Less than $40K,1,36,2,2,1494.0,706.0,1305,24
711844758,NO,48.0,M,Graduate,Single,$80K - $120K,1,35,6,1,13551.0,1294.0,1388,37
714798783,NO,49.0,M,Graduate,Single,$80K - $120K,1,36,6,2,18886.0,895.0,1235,18
826762908,NO,52.0,M,High School,Unknown,$80K - $120K,1,48,3,2,11976.0,1273.0,2089,36
771894558,NO,50.0,M,High School,Single,$80K - $120K,1,39,4,1,9964.0,1559.0,1626,25
721074183,NO,49.0,M,Doctorate,Married,$60K - $80K,1,36,4,6,24159.0,1196.0,1111,24
715259583,NO,53.0,F,High School,Married,Less than $40K,1,44,3,2,5362.0,1901.0,1553,38
718414008,NO,50.0,M,Graduate,Single,$120K +,1,36,3,2,34516.0,1023.0,1064,13
719666283,NO,55.0,F,Doctorate,Married,Less than $40K,1,36,4,1,3174.0,1951.0,1243,29
714877233,NO,53.0,M,High School,Married,$80K - $120K,1,47,3,2,12262.0,1836.0,1659,38
785387883,NO,47.0,F,High School,Single,$40K - $60K,1,41,4,3,3788.0,1540.0,1594,47
771075258,NO,55.0,M,College,Single,$120K +,2,42,2,3,34516.0,1527.0,1268,42
711318033,NO,47.0,M,Graduate,Single,$60K - $80K,1,36,4,2,2926.0,0.0,1304,24
783554958,NO,58.0,M,Graduate,Single,$120K +,1,52,6,1,32090.0,0.0,1368,30
720201033,YES,53.0,M,Graduate,Married,$80K - $120K,1,41,3,3,11669.0,2227.0,720,23
718039683,NO,52.0,M,High School,Single,$40K - $60K,1,45,3,1,13532.0,1300.0,1521,29
710806083,NO,50.0,F,Uneducated,Unknown,Less than $40K,2,36,4,2,11888.0,2090.0,1137,30
714752208,NO,42.0,F,Graduate,Married,Less than $40K,1,36,5,1,2393.0,1985.0,978,16
822063408,NO,43.0,M,Unknown,Married,$40K - $60K,1,39,5,1,6111.0,2517.0,1221,16
714490308,NO,57.0,M,Graduate,Married,$80K - $120K,1,46,3,2,19270.0,1662.0,1565,28
713356833,NO,52.0,M,Graduate,Married,$80K - $120K,1,43,3,1,3710.0,2517.0,1578,34
711402333,NO,47.0,M,Doctorate,Single,Less than $40K,1,37,2,1,3235.0,797.0,1493,32
708296883,NO,44.0,F,Graduate,Single,$40K - $60K,1,38,3,1,11749.0,788.0,1178,27
719154483,NO,53.0,M,High School,Divorced,$60K - $80K,1,36,5,3,7753.0,2100.0,991,26
717721458,NO,45.0,M,College,Divorced,$60K - $80K,1,40,5,1,10408.0,1186.0,2560,42
711112683,NO,63.0,F,College,Married,Unknown,1,36,6,2,3967.0,1568.0,1657,29
715674483,NO,39.0,F,Post-Graduate,,,1,27,4,2,6205.0,2517.0,1204,19
789322833,YES,48.0,F,High School,Married,Less than $40K,1,38,1,3,8025.0,0.0,673,18
789968058,NO,51.0,M,Unknown,Single,$120K +,1,42,6,2,9036.0,2327.0,1131,18
709919283,NO,54.0,M,Graduate,Married,$80K - $120K,1,34,2,3,14926.0,2517.0,1576,25
718744008,NO,59.0,F,Graduate,Single,Less than $40K,1,36,3,2,6335.0,1128.0,1217,20
767712558,YES,59.0,M,College,Single,$60K - $80K,1,53,2,3,14979.0,0.0,530,10
712950783,YES,48.0,F,Uneducated,Married,Less than $40K,1,38,3,2,2732.0,0.0,739,16
716104983,NO,41.0,F,Graduate,Single,Less than $40K,1,32,6,3,2250.0,2117.0,1617,31
818839983,NO,55.0,M,Graduate,Married,$120K +,1,50,3,2,10916.0,1536.0,1592,34
772288758,NO,47.0,F,Graduate,Married,Unknown,1,36,4,1,5349.0,1228.0,1343,30
712350858,NO,41.0,M,High School,Married,$80K - $120K,1,24,4,1,,1104.0,1303,39
711009708,NO,40.0,M,High School,Single,$80K - $120K,1,28,5,1,21617.0,0.0,1351,22
712720158,NO,68.0,M,Graduate,Married,Unknown,1,56,5,2,13860.0,1652.0,1910,32
712215258,NO,50.0,F,Graduate,Single,$40K - $60K,2,31,2,2,18386.0,0.0,1298,22
773827008,NO,47.0,M,Uneducated,Single,$60K - $80K,1,41,6,2,2405.0,1540.0,1087,29
795232683,NO,53.0,F,College,Married,Less than $40K,1,47,4,2,2154.0,930.0,1439,26
713786508,NO,42.0,F,Unknown,Married,$40K - $60K,1,36,3,3,2038.0,0.0,1238,28
713539833,NO,48.0,F,High School,Single,$40K - $60K,1,38,6,1,8135.0,0.0,1716,29
712454058,NO,49.0,M,Doctorate,Married,$120K +,1,38,6,1,9364.0,618.0,1099,27
718759833,NO,44.0,F,Uneducated,Married,Unknown,2,35,4,3,32643.0,0.0,1058,24
718803333,NO,43.0,F,Graduate,Divorced,Less than $40K,1,34,2,3,3195.0,1954.0,1285,29
720253908,NO,56.0,M,High School,Married,$80K - $120K,1,43,5,2,2852.0,1024.0,1651,28
714133158,NO,59.0,F,College,Single,Unknown,1,36,2,3,4224.0,1305.0,1152,31
713187033,NO,46.0,M,Uneducated,Married,$60K - $80K,1,36,3,2,20459.0,2071.0,1767,38
714791208,NO,,F,Unknown,Divorced,Less than $40K,1,41,6,5,3482.0,2114.0,1039,24
772426383,NO,50.0,F,Uneducated,Married,$40K - $60K,1,40,5,2,3065.0,1570.0,1130,28
710975883,NO,51.0,F,Uneducated,Married,Less than $40K,1,43,3,1,2185.0,1761.0,1645,30
714264408,NO,47.0,F,Uneducated,Married,Less than $40K,1,36,4,1,1611.0,746.0,1413,29
715827858,NO,58.0,F,Uneducated,Married,Less than $40K,1,47,3,3,2822.0,2173.0,1218,23
713741358,YES,46.0,M,Graduate,Single,$80K - $120K,1,33,6,3,32975.0,2517.0,597,17
709531908,NO,53.0,M,High School,Married,$60K - $80K,1,47,5,2,1438.3,0.0,2184,53
716493408,NO,45.0,F,Uneducated,Divorced,Unknown,1,36,4,3,15875.0,1719.0,1592,37
714141108,NO,52.0,F,High School,Married,Less than $40K,1,45,6,3,6703.0,893.0,1388,28
708953883,YES,53.0,M,Unknown,Married,$80K - $120K,1,36,2,2,3212.0,0.0,757,20
712608783,NO,50.0,M,High School,Married,$80K - $120K,2,45,3,1,34516.0,1260.0,1504,34
820353558,NO,41.0,F,High School,Married,$40K - $60K,1,36,4,1,9797.0,1434.0,1503,34
714964758,NO,45.0,F,Graduate,Divorced,$40K - $60K,1,36,5,2,10400.0,1777.0,1105,28
716264358,NO,53.0,M,Uneducated,Married,$80K - $120K,1,42,2,1,26792.0,1836.0,2398,47
717296808,NO,67.0,F,Graduate,Married,Less than $40K,1,56,4,3,3006.0,2517.0,1661,32
712977183,NO,57.0,F,Uneducated,Single,$40K - $60K,2,36,6,3,19482.0,1072.0,1421,22
710829108,NO,59.0,F,Uneducated,Married,$40K - $60K,1,36,4,2,3356.0,985.0,999,28
779562633,NO,45.0,M,Uneducated,Married,$40K - $60K,1,34,3,2,5771.0,2248.0,1387,18
715315833,NO,51.0,M,Graduate,Married,$80K - $120K,1,36,6,2,11106.0,2107.0,1243,24
815500983,NO,59.0,F,Uneducated,Married,Less than $40K,1,54,5,3,2890.0,2001.0,1860,36
719360583,NO,53.0,M,Graduate,Married,$60K - $80K,1,45,6,2,3380.0,1701.0,1502,25
709701558,NO,47.0,M,Graduate,Married,$60K - $80K,1,36,2,1,21331.0,1251.0,1460,50
721148358,NO,49.0,F,Uneducated,Single,Unknown,1,38,6,2,12860.0,0.0,1348,27
779862408,NO,49.0,M,Post-Graduate,Single,$80K - $120K,1,33,3,1,6278.0,462.0,1087,33
812627208,NO,60.0,F,College,Single,Less than $40K,1,55,5,1,1438.3,738.0,1226,33
711033408,NO,50.0,F,High School,Married,Less than $40K,1,36,5,1,9355.0,1626.0,1230,28
779956608,NO,41.0,F,Post-Graduate,Married,Unknown,1,31,6,1,20758.0,0.0,1555,32
780376683,NO,57.0,M,Graduate,Married,$80K - $120K,1,47,5,3,14612.0,1976.0,1827,24
717912483,NO,43.0,M,Graduate,Unknown,$80K - $120K,1,27,5,2,27259.0,0.0,1376,35
714454758,NO,57.0,F,Graduate,Married,Less than $40K,1,47,4,2,6347.0,1594.0,1771,37
780466533,NO,54.0,M,Doctorate,Married,$120K +,1,41,3,3,21592.0,1676.0,1873,52
715735233,NO,51.0,F,Post-Graduate,Married,Less than $40K,1,44,5,1,3449.0,1598.0,1679,42
720476733,NO,47.0,F,High School,Married,Less than $40K,1,34,2,1,6028.0,799.0,1002,22
715872333,NO,41.0,M,High School,Unknown,$120K +,1,36,3,2,18214.0,1998.0,1344,21
712375758,NO,53.0,M,Uneducated,Married,$80K - $120K,1,43,3,3,16393.0,1423.0,1461,42
708868233,YES,68.0,M,High School,Married,Less than $40K,1,52,1,3,1438.3,900.0,760,21
718030083,NO,59.0,M,College,Married,$60K - $80K,1,36,4,1,7871.0,1687.0,1428,22
720707283,NO,48.0,M,Unknown,Married,$80K - $120K,1,36,5,3,5288.0,866.0,1777,42
771698658,NO,44.0,M,Graduate,Married,$60K - $80K,1,32,4,5,11376.0,2006.0,1302,27
748326258,NO,48.0,M,College,Married,$80K - $120K,1,41,4,5,12302.0,1632.0,1483,41
770817783,NO,47.0,M,Graduate,Married,$60K - $80K,2,33,3,2,34516.0,1679.0,1060,27
779353083,NO,47.0,M,Graduate,Married,$60K - $80K,2,32,4,2,34516.0,1468.0,1330,32
711441333,NO,,F,High School,Divorced,Less than $40K,2,35,3,2,10514.0,1580.0,1229,27
719808558,YES,55.0,F,Graduate,Married,Less than $40K,1,43,2,4,1438.3,0.0,886,27
711551958,YES,59.0,M,Post-Graduate,Married,$60K - $80K,1,46,3,3,1438.3,0.0,844,24
809164083,NO,63.0,M,Graduate,Married,$40K - $60K,1,56,2,1,2619.0,1779.0,1450,37
820596183,NO,58.0,M,College,Married,$120K +,1,53,2,3,24407.0,2395.0,2311,48
715999608,NO,53.0,F,High School,Married,Less than $40K,1,36,4,1,2377.0,1649.0,1378,26
710565408,NO,59.0,M,Unknown,Unknown,$80K - $120K,2,40,3,2,34516.0,1359.0,1033,26
805543158,NO,52.0,M,Graduate,Married,$120K +,1,47,5,3,11086.0,2207.0,1523,40
709752183,NO,48.0,M,High School,Single,$60K - $80K,1,36,4,2,,2517.0,1374,37
716479233,NO,43.0,M,High School,Married,$40K - $60K,1,36,5,3,13258.0,1721.0,1080,21
713837058,NO,48.0,M,College,Single,Less than $40K,1,36,3,2,2571.0,1955.0,1234,24
718876683,NO,43.0,F,Graduate,Single,Less than $40K,1,31,5,2,5781.0,1168.0,1600,32
770746908,NO,44.0,M,Unknown,Married,$60K - $80K,1,30,5,1,7872.0,2509.0,1155,32
794843883,NO,41.0,M,High School,Married,$80K - $120K,1,35,6,1,34516.0,1202.0,1353,33
803043933,NO,44.0,F,Uneducated,Divorced,Less than $40K,2,38,4,1,11127.0,1835.0,1546,25
758076408,NO,50.0,M,Unknown,Single,$40K - $60K,1,43,2,1,1857.0,1603.0,1590,43
714606558,NO,60.0,F,Uneducated,Married,Less than $40K,1,36,5,1,1913.0,1272.0,1448,22
778425408,NO,44.0,M,Graduate,Single,$80K - $120K,1,24,5,3,3839.0,2295.0,1271,24
714171108,NO,48.0,F,Graduate,Divorced,$40K - $60K,1,39,6,2,,1141.0,1223,20
719662458,NO,44.0,F,Graduate,Divorced,Less than $40K,1,27,5,2,1438.3,679.0,1117,29
713137233,NO,41.0,M,High School,Single,$80K - $120K,1,28,4,3,27756.0,1789.0,994,24
769425858,NO,,M,College,Single,$60K - $80K,1,32,4,1,1438.3,0.0,1468,26
711297483,NO,47.0,F,Uneducated,Divorced,Less than $40K,2,34,6,4,13878.0,2222.0,1658,38
788900883,NO,51.0,F,Graduate,Married,Less than $40K,1,36,3,1,3106.0,1304.0,1368,38
758348808,NO,51.0,M,Graduate,Married,$120K +,1,44,4,3,34516.0,1666.0,1218,18
772336458,YES,60.0,F,Uneducated,Married,$40K - $60K,1,50,4,4,1438.3,1025.0,702,12
708711483,NO,57.0,M,Unknown,Married,$80K - $120K,1,46,2,3,18871.0,1740.0,1516,21
717906783,NO,41.0,M,Graduate,Single,$120K +,1,29,5,2,5207.0,1748.0,1310,26
719437908,NO,44.0,M,Post-Graduate,Divorced,$80K - $120K,1,36,6,2,17965.0,1644.0,1767,50
769433508,NO,43.0,M,College,Single,$60K - $80K,1,37,6,3,2733.0,1819.0,933,25
790096533,NO,55.0,M,College,Married,$60K - $80K,1,48,4,3,8863.0,1301.0,1512,27
720997383,YES,52.0,M,Uneducated,Married,$80K - $120K,1,36,2,3,1857.0,1833.0,829,17
787541883,NO,44.0,M,Graduate,Unknown,$80K - $120K,1,33,3,3,34516.0,0.0,1120,27
709930758,NO,41.0,M,Uneducated,Married,$40K - $60K,1,30,5,3,11107.0,1222.0,1506,33
789830058,NO,44.0,M,Unknown,Single,$80K - $120K,1,34,4,1,21573.0,1585.0,1384,36
710299608,YES,53.0,F,Unknown,Married,Less than $40K,1,33,2,3,2859.0,2517.0,817,30
710741208,NO,39.0,M,High School,Single,$80K - $120K,1,36,4,2,5269.0,1475.0,2094,25
821797008,YES,49.0,M,College,Married,$40K - $60K,1,45,2,2,1438.3,0.0,815,21
708874533,YES,45.0,F,College,Married,Less than $40K,1,36,1,3,3387.0,0.0,510,24
715341858,NO,54.0,M,Graduate,Married,$80K - $120K,1,46,6,2,1982.0,1289.0,1377,49
793636308,NO,49.0,M,Uneducated,Single,$80K - $120K,1,43,2,2,4645.0,1650.0,1193,33
713779908,NO,46.0,F,Doctorate,Single,Unknown,1,36,6,3,2189.0,1666.0,1287,36
712125258,NO,46.0,M,High School,Married,$120K +,1,30,3,3,2442.0,0.0,701,19
709703433,NO,47.0,M,Graduate,Married,$60K - $80K,1,38,4,1,21304.0,1532.0,1770,25
721022433,NO,44.0,M,Doctorate,Single,$60K - $80K,1,36,5,1,7577.0,2480.0,1409,35
710103558,NO,50.0,M,Post-Graduate,Single,$120K +,1,31,4,1,3234.0,1486.0,1354,28
715952883,NO,73.0,M,High School,Married,$40K - $60K,1,36,5,3,4469.0,1125.0,1765,34
719731458,NO,56.0,M,Unknown,Unknown,$40K - $60K,1,46,6,3,2910.0,709.0,1192,27
772390908,YES,59.0,M,High School,Single,$40K - $60K,1,48,2,4,3616.0,1054.0,687,17
787348608,NO,70.0,M,High School,Married,Less than $40K,1,56,3,2,3252.0,1495.0,1227,15
709485033,NO,55.0,F,High School,Married,Less than $40K,1,36,4,3,2358.0,1152.0,1737,26
715432608,NO,43.0,M,Unknown,Single,$60K - $80K,1,36,4,1,22322.0,953.0,1348,34
799471833,NO,45.0,M,Uneducated,Single,$120K +,1,39,4,2,3133.0,1510.0,1435,38
714187533,NO,45.0,F,Uneducated,Single,$40K - $60K,1,35,2,3,3540.0,849.0,1321,28
779656908,NO,40.0,M,Graduate,Married,$40K - $60K,1,23,6,3,6990.0,1378.0,1479,29
788950158,NO,36.0,M,College,Unknown,$80K - $120K,1,22,2,2,34516.0,1652.0,1283,39
778867533,YES,59.0,F,Post-Graduate,Married,$40K - $60K,1,40,1,4,1438.3,0.0,689,23
710620383,NO,43.0,M,Unknown,Married,$60K - $80K,1,35,6,3,24396.0,1171.0,965,17
778661358,NO,46.0,F,Unknown,Married,Less than $40K,1,36,2,3,2474.0,2143.0,1541,40
789483333,NO,41.0,M,Uneducated,Married,$40K - $60K,1,32,5,1,5214.0,795.0,1258,23
809855808,NO,51.0,F,Graduate,Married,Less than $40K,1,46,5,2,5207.0,1650.0,1339,20
718464258,NO,51.0,F,Unknown,Unknown,Less than $40K,1,25,2,2,9512.0,1082.0,1007,22
708528483,NO,43.0,F,Graduate,Divorced,Unknown,1,23,6,3,3187.0,2430.0,1387,33
771809733,YES,64.0,F,High School,,$40K - $60K,1,53,1,3,3353.0,0.0,960,18
719942883,NO,54.0,M,Graduate,Married,$60K - $80K,1,38,3,3,2290.0,1434.0,1119,18
807226683,NO,48.0,M,Unknown,Single,$40K - $60K,1,43,6,1,5279.0,1115.0,1642,41
717806133,NO,40.0,M,Uneducated,Divorced,$60K - $80K,1,29,5,3,23603.0,0.0,1382,31
